VB_me
cost me
kill me
send me
guarantee me
ask me
wish me
give me
write me
find me
buy me
tell me
play me
picture me
gps me
pay me
pour me
afford me
keep me
pass me
take me
drop me
spare me
save me
promise me
hype me
do me
catch me
remind me
trap me
call me
teach me
pinch me
roll me
paint me
attract me
prove me
allow me
hold me
clip me
bet me
leave me
snatch me
show me
bring me
build me
make me
drive me
fly me
